prompt,block,lpips_to_ref,clip_score
a surreal landscape with melting clocks,up_blocks.2.resnets.2,0.8086346387863159,0.1669921875
a majestic lion resting in tall grass,Reference,0.0,0.2607421875
a majestic lion resting in tall grass,down_blocks.0.resnets.0,0.6936743259429932,0.140869140625
a majestic lion resting in tall grass,down_blocks.0.resnets.1,0.4266340732574463,0.257080078125
a majestic lion resting in tall grass,down_blocks.1.resnets.0,0.3619709312915802,0.24267578125
a majestic lion resting in tall grass,down_blocks.1.resnets.1,0.23877134919166565,0.259521484375
a majestic lion resting in tall grass,down_blocks.2.resnets.0,0.41052883863449097,0.263671875
a majestic lion resting in tall grass,down_blocks.2.resnets.1,0.2076144814491272,0.2425537109375
a majestic lion resting in tall grass,mid_block.resnets.0,0.23348364233970642,0.2462158203125
a majestic lion resting in tall grass,mid_block.resnets.1,0.13787394762039185,0.2548828125
a majestic lion resting in tall grass,up_blocks.0.resnets.0,0.366890013217926,0.2626953125
a majestic lion resting in tall grass,up_blocks.0.resnets.1,0.15866294503211975,0.258544921875
a majestic lion resting in tall grass,up_blocks.0.resnets.2,0.1509028822183609,0.25244140625
a majestic lion resting in tall grass,up_blocks.1.resnets.0,0.199688121676445,0.255126953125
a majestic lion resting in tall grass,up_blocks.1.resnets.1,0.17801548540592194,0.251220703125
a majestic lion resting in tall grass,up_blocks.1.resnets.2,0.2315542995929718,0.25732421875
a majestic lion resting in tall grass,up_blocks.2.resnets.0,0.345587819814682,0.246337890625
a majestic lion resting in tall grass,up_blocks.2.resnets.1,0.6997914910316467,0.1435546875
a majestic lion resting in tall grass,up_blocks.2.resnets.2,0.8140420913696289,0.1380615234375
a futuristic train speeding through a desert,Reference,0.0,0.28564453125
a futuristic train speeding through a desert,down_blocks.0.resnets.0,0.8129231333732605,0.161376953125
a futuristic train speeding through a desert,down_blocks.0.resnets.1,0.4440513849258423,0.2900390625
a futuristic train speeding through a desert,down_blocks.1.resnets.0,0.4139109253883362,0.27294921875
a futuristic train speeding through a desert,down_blocks.1.resnets.1,0.3196299374103546,0.29248046875
a futuristic train speeding through a desert,down_blocks.2.resnets.0,0.5641104578971863,0.275390625
a futuristic train speeding through a desert,down_blocks.2.resnets.1,0.24432581663131714,0.286865234375
a futuristic train speeding through a desert,mid_block.resnets.0,0.19113680720329285,0.288818359375
a futuristic train speeding through a desert,mid_block.resnets.1,0.08792974799871445,0.290771484375
a futuristic train speeding through a desert,up_blocks.0.resnets.0,0.3512239456176758,0.31494140625
a futuristic train speeding through a desert,up_blocks.0.resnets.1,0.17082466185092926,0.297119140625
a futuristic train speeding through a desert,up_blocks.0.resnets.2,0.1448693424463272,0.2939453125
a futuristic train speeding through a desert,up_blocks.1.resnets.0,0.13383233547210693,0.27978515625
a futuristic train speeding through a desert,up_blocks.1.resnets.1,0.12369972467422485,0.285400390625
a futuristic train speeding through a desert,up_blocks.1.resnets.2,0.16474124789237976,0.303466796875
a futuristic train speeding through a desert,up_blocks.2.resnets.0,0.2116491049528122,0.311767578125
a futuristic train speeding through a desert,up_blocks.2.resnets.1,0.7403430938720703,0.182861328125
a futuristic train speeding through a desert,up_blocks.2.resnets.2,0.9104589819908142,0.10693359375
